Book-Title,Author-Name,Description,Level,Image-URL,ISBN,Ratings,Genres
GILDED MOUNTAIN,Kate Manning,"A New York Times Editors ’ Choice from critically acclaimed author Kate Manning, the exhilarating, epic tale of a young woman who bravely faces the consequences of exposing the corrupt practices that enriched her father's employers in early 1900s Colorado. In a voice spiked with sly humor, Sylvie Pelletier recounts leaving her family’s snowbound mountain cabin to work in a manor house for the Padgetts, owners of the marble-mining company that employs her father and dominates the town. Sharp-eyed Sylvie is awed by the luxury around her; fascinated by her employer, the charming “Countess” Inge, and confused by the erratic affections of Jasper, the bookish heir to the family fortune. Her fairy-tale ideas of romance take a dark turn when she realizes the Padgetts’ lofty philosophical talk is at odds with the unfair labor practices that have enriched them. ",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664988661i/60321424.jpg,1982160942,4,Fiction
THE RESEMBLANCE,Lauren Nossett,"Never betray the brotherhood. On a chilly November morning at the University of Georgia, a fraternity brother steps off a busy crosswalk and is struck dead by an oncoming car. More than a dozen witnesses all agree on two things: The driver looked identical to the victim, and he was smiling. Detective Marlitt Kaplan is first on the scene. An Athens native and the daughter of a UGA professor, she knows all its shameful histories, from the skull discovered under the foundations of Baldwin Hall to the hushed-up murder-suicide in Waddel. But in the course of investigating this hit-and-run, she will uncover more chilling secrets as she explores the sprawling, interconnected Greek system that entertains and delights the university’s most elite and connected students. The lines between Marlitt’s policework and her own past increasingly blur as Marlitt seeks to bring to justice an institution that took something precious from her many years ago. When threats against her escalate, and some long-buried secrets threaten to come to the surface, she can’t help but question whether the corruption in Athens has run off campus and into the force and how far these brotherhoods will go to protect their own. ",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644886967i/59808048.jpg,1250843243,3.43,Fiction
EVEN THOUGH I KNEW THE END,C.L. Polk,"A magical detective dives into the affairs of Chicago's divine monsters to secure a future with the love of her life. This sapphic period piece will dazzle anyone looking for mystery, intrigue, romance, magic, or all of the above. An exiled augur who sold her soul to save her brother's life is offered one last job before serving an eternity in hell. When she turns it down, her client sweetens the pot by offering up the one payment she can't resist?the chance to have a future where she grows old with the woman she loves. To succeed, she is given three days to track down the White City Vampire, Chicago's most notorious serial killer. If she fails, only hell and heartbreak await.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646749133i/59807975.jpg,1250849454,4,Fiction
"THE WORLD WE MAKE (GREAT CITIES, #2)",N.K. Jemisin,"Four-time Hugo Award-winning and New York Times bestselling author N.K. Jemisin crafts a glorious tale of identity, resistance, magic and myth. All is not well in the city that never sleeps. Even though the avatars of New York City have temporarily managed to stop the Woman in White from invading—and destroying the entire universe in the process—the mysterious capital ""E"" Enemy has more subtle powers at her disposal. A new candidate for mayor wielding the populist rhetoric of gentrification, xenophobia, and ""law and order"" may have what it takes to change the very nature of New York itself and take it down from the inside.  In order to defeat him, and the Enemy who holds his purse strings, the avatars will have to join together with the other Great Cities of the world in order to bring her down for good and protect their world from complete destruction. N.K. Jemisin’s Great Cities Duology, which began with The City We Became and concludes with The World We Make, is a masterpiece of speculative fiction from one of the most important writers of her generation.   ",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1649700796i/60399181.jpg,035651269X,4,Fiction
WHITE HORSE,Erika T. Wurth,"White Horse is a gritty, vibrant debut from Erika T. Wurth about an Indigenous woman who must face her past when she discovers a bracelet haunted by her mother’s spirit. Some people are haunted in more ways than one. Heavy metal, ripped jeans, Stephen King novels, and the occasional beer at the White Horse have defined urban Indian Kari James’s life so far. But when her cousin Debby finds an old family bracelet that once belonged to Kari’s mother, it inadvertently calls up both her mother’s ghost and a monstrous entity, and her willful ignorance about her past is no longer sustainable… Haunted by visions of her mother and hunted by this mysterious creature, Kari must search for what happened to her mother all those years ago. Her father, permanently disabled from a car crash, can’t help her. Her Auntie Squeaker seems to know something but isn’t eager to give it all up at once. ",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1652629156i/60652964.jpg,1250847656,3.65,Fiction
STAR WARS THE HIGH REPUBLIC: STARLIGHT STORIES,Charles Soule,"Titan Comics, publisher of the official Star Wars Insider magazine, is proud to offer an amazing collection of exclusive short stories for Star Wars: The High Republic. Written by The New York Times’ best-selling authors Cavan Scott, Charles Soule, and Justina Ireland, with supporting original illustrations by Louie De Martinis. EXPERIENCE THE GALAXY CENTURIES BEFORE THE STRUGGLE OF THE REBEL ALLIANCE AGAINST THE GALACTIC EMPIRE—AT THE HEIGHT OF THE JEDI ORDER! A compendium of tales from the High Republic era, told from aboard the incredible satellite station, the Starlight Beacon, collected for the first time from the pages of Star Wars Insider. All stories are written by The New York Times’ best-selling authors Cavan Scott, Charles Soule, and Justina Ireland. Also includes in-depth interviews with the story architects behind the best-selling publishing and multimedia initiative. Stories included: “Go Together” by Charles Soule “First Duty” by Cavan Scott “Hidden Danger” by Justina Ireland “Past Mistakes” by Cavan Scott “Shadows Remain” by Justina Ireland",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654054160i/60280550.jpg,1787738655,3.72,Fiction
WHERE IT RAINS IN COLOR,Denise Crittendon,"Lileala has just been named the Rare Indigo – beauty among beauties – and is about to embrace her stardom, until something threatens to change her whole lifestyle and turn the planet of Swazembi upside down. Colonized by the descendants of Earth’s West African Dogon Tribe, the planet of Swazembi is a blazing, color-rich utopia and famous vacation center of the galaxy. No one is used to serious trouble in this idyllic, peace-loving world, least of all the Rare Indigo. But Lileala’s perfect, pampered lifestyle is about to be shattered. The unthinkable happens and her glorious midnight skin becomes infected with a mysterious disease.",intermediate,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657616825i/59716229.jpg,9.78E+12,5,Fiction
THINGS WE FOUND WHEN THE WATER WENT DOWN,Tegan Nia Swanson,"In this dark and ethereal debut novel, a young woman tries to make sense of strange artifacts and unsettling memories in an effort to find her mother—missing since being accused of murder When brutish miner Hugo Mitchum is found murdered on the frozen shore of a North Country lake, Beau Caelais's local officials and town gossips alike are quick to blame Marietta Abernathy, outspoken environmental activist and angry, witchy recluse. But Marietta herself has disappeared under mysterious circumstances during a blizzard. Living on an isolated island with her father, Marietta’s sixteen-year-old daughter Lena begins sifting through her mother’s journals and collected oddities in an attempt to find her",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1647533682i/60636839.jpg,1646221699,3.74,Fiction
CRAZY DAISY,Jonathan Dunne,"It is always night in the cave. Take my cold hand. Once in a while, floods bring more than driftwood. Something comes floating down the river on that stormy afternoon in Old Castle, and eight-year-old Fern Keegan is there to catch a glimpse of it - them - through the pouring rain. A fleeting glance, but enough to last a lifetime. Weeks before Fern Keegan sees what she sees standing in the river tunnel, a deranged patient, Gabriel Bogdan, makes an outrageous claim nobody at The Hillside psychiatric hospital believes until it's too late. Thirteen years later, a school tour in the local cave unravels into blind terror when the teachers and students realise they are not alone in the wet underground chasms of horror. The river runs through it, and the river runs deep. My name is Daisy, but you may know me as Crazy Daisy.",advanced,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645306159i/60453183.jpg,19390378409,4.77,Fiction
BOMBAY MONSOON, James W. Ziskin,"It’s 1975 and Danny Jacobs, an ambitious American journalist, has arrived in Bombay on a new assignment. Timing couldn’t be worse—or for a journalist—better. Prime Minister Indira Gandhi, fearing a coup, has declared a state of emergency. Throw in an assassination of a police officer by a Marxist extremist, then complicate everything with a hot, unexpected romance—for a reporter’s dream come true—or his worst nightmare.Perfect for fans of Ken Follett and Steve Berry ",beginners,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1653737970i/60306551.jpg,1608095061,5,Fiction
Magical Midlife Madness (Leveling Up),K.F. Breene,"A woman starting over. A new house with an unexpected twist. A cape wearing butler acting as the world's worst life coach.

""Happily Ever After"" wasn't supposed to come with a do-over option. But when my husband of twenty years packs up and heads for greener pastures and my son leaves for college, that's exactly what my life becomes",advanced,"https://m.media-amazon.com/images/I/51fQrNpVKgL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",979-8602961201,3.3,Fiction
Broken Leaves , Richard M Pearson,"ONLY SHE KNOWS THE TERRIBLE SECRET OF HIS PAST.
Blackmail, Murder, Love, Hate.
There is nowhere left to hide when revenge comes calling.
One moment of madness in his youth has caught up with Matt Cunningham. The only person who can save the successful business executive is his alcoholic ex-lover Roni Paterson. But how do you find the woman who has disappeared for thirty years and what if she becomes part of the unfolding nightmare?
A dark thriller to keep you reading through the night",advanced,"https://m.media-amazon.com/images/I/51NmykXqYzL._SX311_BO1,204,203,200_.jpg",1070488852,3.74,Fiction
The Beach House (South Carolina Sunsets),Rachel Hanna ,"Julie's husband of twenty-one years was living a secret life, which ended her marriage and forced her to start over alone at forty-three years old.

Faced with a new reality, she decides to rebuild her life on an island off the coast of South Carolina and learn to make it on her own.

The only thing she isn't expecting is to be thrown together with her estranged sister, the flower child wanna-be, yoga teaching bane of her existence. She also doesn't expect to meet a handsome stranger who will help her transform the money pit she accidentally bought into the home of her dreams.

As she starts to create a life she loves, her husband causes a wrench in her plans once again. Will she be forced to help the man who broke her heart? Or will she finally break away and live life on her terms?",intermediate,"https://m.media-amazon.com/images/I/41C06jC4QeL._SX311_BO1,204,203,200_.jpg",1696781868,5,Fiction
Cloud Computing for Machine Learning and Cognitive Applications, Kai Hwang,"his is the first textbook to teach students how to build data analytic solutions on large data sets (specifically in Internet of Things applications) using cloud-based technologies for data storage, transmission and mashup, and AI techniques to analyze this data. This textbook is designed to train college students to master modern cloud computing systems in operating principles, architecture design, machine learning algorithms, programming models and software tools for big data mining, analytics, and cognitive applications. The book will be suitable for use in one-semester computer science or electrical engineering courses on cloud computing, machine learning, cloud programming, cognitive computing, or big data science. The book will also be very useful as a reference for professionals who want to work in cloud computing and data science. Cloud and Cognitive Computing begins with two introductory chapters on fundamentals of cloud computing, data science, and adaptive computing that lay the foundation for the rest of the book. Subsequent chapters cover topics including cloud architecture, mashup services, virtual machines, Docker containers, mobile clouds, IoT and AI, inter-cloud mashups, and cloud performance and benchmarks, with a focus on Google's Brain Project, DeepMind, and X-Lab programs, IBKai HwangM SyNapse, Bluemix programs, cognitive initiatives, and neurocomputers. The book then covers machine learning algorithms and cloud programming software tools and application development, applying the tools in machine learning, social media, deep learning, and cognitive applications. All cloud systems are illustrated with big data and cognitive application examples.",advanced,https://mit-press-us.imgix.net/covers/9780262036412.jpg?auto=format&w=298&dpr=1&q=20,9.78E+12,4.6,Cloud Computing
Cloud Computing for Science and Engineering, Ian Foster and Dennis B. Gannon,"The emergence of powerful, always-on cloud utilities has transformed how consumers interact with information technology, enabling video streaming, intelligent personal assistants, and the sharing of content. Businesses, too, have benefited from the cloud, outsourcing much of their information technology to cloud services. Science, however, has not fully exploited the advantages of the cloud. Could",intermediate,https://mit-press-us.imgix.net/covers/9780262037242.jpg?auto=format&w=298&dpr=1&q=20,9.78E+12,5,Cloud Computing
Cloud Computing, Nayan B. Ruparelia,"Most of the information available on cloud computing is either highly technical, with details that are irrelevant to non-technologists, or pure marketing hype, in which the cloud is simply a selling point. This book, however, explains the cloud from the user's viewpoint—the business user's in particular. Nayan Ruparelia explains what the cloud is, when to use it (and when not to), how to select a cloud service, how to integrate it with other technologies, and what the best practices are for using cloud computing. Cutting through the hype, Ruparelia cites the simple and basic definition of cloud computing from the National Institute of Science and Technology: a model enabling ubiquitous, convenient, on-demand network access to a shared pool of configurable computing resources. Thus with cloud computing, businesses can harness information technology resources usually available only to large enterprises. And this, Ruparelia demonstrates, represents a paradigm shift for business. It will ease funding for startups, alter business plans, and allow big businesses greater agility.",intermediate,https://mit-press-us.imgix.net/covers/9780262529099.jpg?auto=format&w=298&dpr=1&q=20,9.78E+12,4.5,Cloud Computing
Cloud Computing and Big Data,"C. Catlett, W. Gentzsch, L. Grandinetti","Cloud computing offers many advantages to researchers and engineers who need access to high performance computing facilities for solving particular compute-intensive and/or large-scale problems, but whose overall high performance computing (HPC) needs do not justify the acquisition and operation of dedicated HPC facilities. There are, however, a number of fundamental problems which must be address",beginners,https://books.google.com.pk/books/publisher/content?id=Kgd7AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70T_8akpbF6lcRuEfAgNTl0eDM9jPYsGiGciNOAY-rdW91b0V10bl5D74PizW03vXlylYMwpF58XfBPWngjh7JU-oLqtu2gQLMS5d1fIfWImCoL_HfzsjBU-vo9AKqJKMtz2pF4,161499322X,0,Cloud Computing
Explain the Cloud Like I’m 10, Todd Hoff,"As the name goes, the book explains the concepts of cloud computing in simple terms. Pictures and examples make each explanation even more clear. The book begins with a brief introduction to what is cloud, what it looks like, and basic definitions of cloud computing terms. It discusses the various service models like IaaS, CaaS, PaaS, FaaS, and SaaS. The book also states the differences among AWS,",beginners,https://m.media-amazon.com/images/I/51yIV5t157L._SY346_.jpg,979707110,4.7,Cloud Computing
The Basics of Cloud Computing: Understanding the Fundamentals of Cloud Computing in Theory and Practice ," Derrick Rountree , Ileana Castrillo","The book provides a complete guide to cloud computing starting from the basics. It provides an overview of how to implement cloud computing in organizations. The book extensively covers all of the cloud computing concepts which begins with an introduction covering the cloud, its adoption inhibitors, and cloud drivers. The book also deals with various cloud deployment models and their drawbacks, the different cloud service models, and how to choose them, evaluating the cloud security and operating a cloud. The authors explain the concepts in practical terms and provide a conceptual understanding and a framework for moving forward with cloud computing.",beginners,"https://m.media-amazon.com/images/I/51w7OpsTWJL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",124059325,3,Cloud Computing
Cloud Computing For Dummies,"udith Hurwitz, Robin Bloor, Marcia Kaufman, and Fern Halper","If you are someone who has no idea about cloud computing, the book is for you. The book guides you to understand how cloud computing enables you to run a more green IT infrastructure, and access technology-enabled services. The concepts are discussed step by step from introduction to understanding, managing, and planning the cloud. The book clearly explains what cloud computing is from the utility",beginners,https://media.geeksforgeeks.org/wp-content/uploads/20230426160550/3.jpg,8126524871,4.1,Cloud Computing
AWS: The Complete Beginner’s Guide ,Stephen Baron ,"It is a recent addition to the cloud computing books and so it helps with a lot of updated concepts. The book extensively deals with AWS (Amazon Web Services). AWS is now one of the most powerful platforms used by various organizations to store and process their data. The book gives an introduction to cloud computing and its types. It then discusses the pros of using AWS and all the business prospects involved in choosing the same. Amazon Web Services such as Amazon S3 and Amazon Glacier and a guide on how to use them is provided in the book. The book also lets the reader know about the usage of hardware resources. As the book clearly explains how to learn AWS, it is best recommended to beginners looking forward to navigating through the platform. Further, the security issues, the infrastructure, etc. are also discussed in brief. Thus, the book is the ultimate guide to those seeking to work with Amazon Web Services.",beginners,https://media.geeksforgeeks.org/wp-content/uploads/20230426160145/4.jpg,979-8615758201,3.3,Cloud Computing
Cloud Computing: A Hands-On Approach,Arshdeep Bahga and Vijay Madisetti,"This book is said to transfer knowledge through a “hands-on approach” by providing guidance to those working with the clouds. Basically, the book imparts guidance and knowledge in coding real-life applications. The book is divided into three major parts where the first one deals with the introduction and basic cloud computing concepts. The cloud services (IaaS, PaaS, and SaaS), cloud-based services, and service and deployment models are discussed in the same part. Further, it is more of cloud computing concepts and technologies like virtualization, scalability, elasticity, replication, MapReduce, Billing, etc. Cloud services and platforms such as storage, database, application, content delivery, analytics, and management services are included. The second part is about coding the cloud. This part also lays out Python basics and also Python required for the cloud. The third major part covers advanced topics like big data analytics, multimedia, tuning, security, some major applications, etc.",beginners,https://media.geeksforgeeks.org/wp-content/uploads/20230426160145/5.jpg,996025502,4.3,Cloud Computing
"Cloud Computing: Methodology, Systems, and Applications","izhe Wang, Rajiv Ranjan, Jinjun Chen, and Boualem Benatallah ","The book summarizes progress in state-of-the-art research and offers step-by-step instructions on how to implement it. The book in total could be divided into three parts. The first one provides the concepts, methodologies, and an overview. The overview dives into the present, past, and future of cloud computing, the architecture and deployment techniques, services, applications, and issues. Furth",beginners,https://m.media-amazon.com/images/I/41hwVpuxgfL.jpg,978-1439856413,4.6,Cloud Computing
"Cloud Computing: Concepts, Technology & Architecture ","Zaigham Mahmood, Ricardo Puttini, and Thomas Erl ","The book is well-organized and details the concepts of Cloud Computing. The introductory chapters let you know how you can go through the book and a few case study backgrounds. Part I then deals with the fundamentals of Cloud Computing defining the key concepts and terminologies. Followed by which, the cloud computing mechanisms are dealt with in Part II. The next one is dedicated to the cloud computing architecture. Various advanced and specialized architectures are discussed in detail. Part IV of the book is about how you work with the clouds, which includes the delivery model considerations, cost, and service quality metrics, pricing, etc. The final part describes the standards, various frameworks, templates, and provisioning contracts.",beginners,"https://m.media-amazon.com/images/I/61o0N4Vv0PL._SX381_BO1,204,203,200_.jpg",9.78E+12,3.5,Cloud Computing
Cloud Computing Solutions Architect: A Hands-On Approach: A Competency-based Textbook for Universities and a Guide for AWS Cloud Certification and Beyond," Arshdeep Bahga, Vijay Madisetti ","This book is written as a textbook for training the next generation of cloud solutions architects for educational programs at colleges and universities, and also accompanying cloud certification programs where students would be interested in obtaining valuable hands-on skills on actual cloud platforms to further develop their knowledge and competency base. ",intermediate,"https://m.media-amazon.com/images/I/513SPTlrqeL._SX348_BO1,204,203,200_.jpg",996025596,4.5,Cloud Computing
The Evolution of Cloud Computing, Clive Longbottom,Cloud computing has been positioned as today's ideal IT platform. This book looks at what cloud promises and how it's likely to evolve in the future. Readers will be able to ensure that decisions made now will hold them in good stead in the future and will gain an understanding of how cloud can deliver the best outcome for their organisations.,intermediate,https://learning.oreilly.com/library/cover/9781780173580/250w/,9.78E+12,3.5,Cloud Computing
Handbook of Cloud Computing," Borivoje Furht, Armando Escalante",,advanced,https://books.google.com.pk/books/content?id=jLNGCPs6rr4C&pg=PR1&img=1&zoom=3&hl=en&bul=1&sig=ACfU3U3si3DFRiwzF4IEMt6bbM25Z_QgyA&w=1280,9.78E+12,3.6,Cloud Computing
QoS Prediction in Cloud and Service Computing," Yilei Zhang, Michael R. Lyu","This book offers a systematic and practical overview of Quality of Service prediction in cloud and service computing. Intended to thoroughly prepare the reader for research in cloud performance, the book first identifies common problems in QoS prediction and proposes three QoS prediction models to address them. Then it demonstrates the benefits of QoS prediction in two QoS-aware research areas. Lastly, it collects large-scale real-world temporal QoS data and publicly releases the datasets, making it a valuable resource for the research community. The book will appeal to professionals involved in cloud computing and graduate students working on QoS-related problems.",advanced,https://books.google.com.pk/books/publisher/content?id=xVovDwAAQBAJ&pg=PP1&img=1&zoom=3&hl=en&bul=1&sig=ACfU3U1xtgaBIhCNDrLggs1A4UTPSIZ1zw&w=1280,9.79E+12,3,Cloud Computing
Computing with Data," Guy Lebanon, Mohamed El-Geish ·","This book introduces basic computing skills designed for industry professionals without a strong computer science background. Written in an easily accessible manner, and accompanied by a user-friendly website, it serves as a self-study guide to survey data science and data engineering for those who aspire to start a computing career, or expand on their current roles, in areas such as applied statistics, big data, machine learning, data mining, and informatics.",intermediate,https://books.google.com.pk/books/publisher/content?id=_oF8DwAAQBAJ&pg=PR3&img=1&zoom=3&hl=en&bul=1&sig=ACfU3U0stHnjIJtJOtKWTe869KaXhaSKfg&w=1280,9.78E+12,4.6,Cloud Computing
Security and Privacy Trends in Cloud Computing and Big Data,"Muhammad Imran Tariq, Shahzadi Tayyaba, Valentina Emilia Balas","t is essential for an organization to know before involving themselves in cloud computing and big data, what are the key security requirements for applications and data processing. Big data and cloud computing are integrated together in practice. Cloud computing offers massive storage, high computation power, and distributed capability to support processing of big data. In such an integrated environment the security and privacy concerns involved in both technologies become combined. This book discusses these security and privacy issues in detail and provides necessary insights into cloud computing and big data integration. It will be useful in enhancing the body of knowledge concerning innovative technologies offered by the research community in the area of cloud computing",beginners,https://images.tandf.co.uk/common/jackets/crclarge/978103226/9781032261690.jpg,9.78E+12,1.7,Cloud Computing
Managing and Processing Big Data in Cloud Computing,"Kannan, Rajkumar","Big data has presented a number of opportunities across industries. With these opportunities come a number of challenges associated with handling, analyzing, and storing large data sets. One solution to this challenge is cloud computing, which supports a massive storage and computation facility in order to accommodate big data processing. Managing and Processing Big Data in Cloud Computing explores the challenges of supporting big data processing and cloud-based platforms as a proposed solution. Emphasizing a number of crucial topics such as data analytics, wireless networks, mobile clouds, and machine learning, this publication meets the research needs of data analysts, IT professionals, researchers, graduate students, and educators in the areas of data science, computer programming, and IT development.",intermediate,https://books.google.com.pk/books/publisher/content?id=9NFYCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71aJhNdPI4nABFw9VrV2wuOhEAfvwsD0FB9ea_91ywUsFNwnDouUSWLmAfvZ3cDh0CdcQCBAli1JdJfv3pl3P0yr82rzLJLbTJc6GGr3C0hpm7RbYq7LPQ0_hzKFEVkeaoQsyNP,9.78E+12,2.8,Cloud Computing
Ahead in the Cloud: Best Practices for Navigating the Future of Enterprise IT,Stephen Orban,"Cloud computing is the most significant technology development of our lifetimes. It has made countless new businesses possible and presents a massive opportunity for large enterprises to innovate like startups and retire decades of technical debt. But making the most of the cloud requires much more from enterprises than just a technology change.Stephen Orban led Dow Jones's journey toward digital agility as their CIO and now leads AWS's Enterprise Strategy function, where he helps leaders from the largest companies in the world transform their businesses. As he demonstrates in this book, enterprises must re-train their people, evolve their processes, and transform their cultures as they move to the cloud. By bringing together his experiences and those of a number of business leaders, Orban shines a light on what works, what doesn't, and how enterprises can transform themselves using the cloud.",advanced,"https://m.media-amazon.com/images/I/515RjLwmumL._SX331_BO1,204,203,200_.jpg",1981924310,1.9,Cloud Computing
Official Google Cloud Certified Professional Cloud Architect Study Guide, Dan Sullivan,"The Google Cloud Certified Professional Cloud Architect Study Guide is the essential resource for anyone preparing for this highly sought-after, professional-level certification. Clear and accurate chapters cover 100% of exam objectives—helping you gain the knowledge and confidence to succeed on exam day. A pre-book assessment quiz helps you evaluate your skills, while chapter review questions emphasize critical points of learning. Detailed explanations of crucial topics include analyzing and defining technical and business processes, migration planning, and designing storage systems, networks, and compute resources. Written by Dan Sullivan—a well-known author and software architect specializing in analytics, machine learning, and cloud computing—this invaluable study guide includes access to the Sybex interactive online learning environment, which includes complete practice tests, electronic flash cards, a searchable glossary, and more.",advanced,"https://m.media-amazon.com/images/I/51G60d+OZxL._SX598_BO1,204,203,200_.jpg",1119602440,3.69,Cloud Computing
Cloud Native Patterns: Designing change-tolerant software, Cornelia Davis,"Cloud Native Patternsis your guide to developing strong applications that thrive in the dynamic, distributed, virtual world of the cloud. This book presents a mental model for cloud-native applications, along with the patterns, practices, and tooling that set them apart.",intermediate,"https://m.media-amazon.com/images/I/412LaV+E+vL._SX397_BO1,204,203,200_.jpg",1617294292,3.5,Cloud Computing
Cloud Computing, Sandeep Bhowmik,"Follows structured approach explaining cloud techniques, models and platforms",advanced,"https://m.media-amazon.com/images/I/41ChWJ0kSSL._SX382_BO1,204,203,200_.jpg",9.78E+12,2.8,Cloud Computing
"Cloud Computing: Master the Concepts, Architecture and Applications with Real-world examples and Case studies"," Kamal Kant Hiran, Ruchi Doshi , Temitayo Fagbola , Mehul Mahrishi ","With the advent of internet, there is a complete paradigm shift in the manner we comprehend computing. Need to enable ubiquity, convenient and on-demand access to resources in highly scalable and resilient environments that can be remotely accessed, gave birth to the concept of Cloud computing. The acceptance is so rapid that the notion influences sophisticated innovations in academia, industry and research world-wide and hereby change the landscape of information technology as we thought of. This book begins with the fundamentals of cloud computing, its service and deployment models, architecture, as well as applications and platforms. It presents some key enterprise strategies and models for the adoption of and migration to cloud. Privacy and security issues and challenges also form a major part of our discussion in the book as well as case studies of cloud computing adoption in Sub-Saharan Africa and India. The book concludes with a discussion of several advanced topics, such as Amazon Web Services (AWS), Open Nebulla, Microsoft Azure, Apache Hadoop and Google App Engine (GAE).",intermediate,"https://m.media-amazon.com/images/I/41cnVKpJq5L._SX390_BO1,204,203,200_.jpg",9388511409,4.1,Cloud Computing
Docker Deep Dive Paperback, Nigel Poulton,"This is the ultimate book for learning Docker, brought to you by Docker Captain and leading educator in the container ecosystem Nigel Poulton. Docker Deep Dive is a masterpiece, expertly written, and rated by BookAuthority as ""the number 1 all-time best book on Docker"". As featured on CNN and Forbes, BookAuthority identifies and rates the best books in the world, based on public mentions, recommendations, ratings and sentiment. In this book, Docker is simplified and brought to life via Nigel’s unique and energetic approach -- many of its readers hold it up as the *gold standard* for technology books.- If you want to learn the basics of Docker, this book is for you.- If you want to be a pro with Docker, this book is for you. Docker Deep Dive is updated regularly, meaning you get a book that's applicable in the world today! Key features include:- Extensive coverage of Docker architecture- Deep dive into core concepts such as images and containers- Networking, volumes, and security- Docker Certified Associate (DCA) coverage Nigel is passionate about teaching Docker and this is reflected in this book. You’ll never get tired reading this book, and you’ll finish it with the confidence you need to take on Docker in the real world.",advanced,"https://m.media-amazon.com/images/I/41tjzEchqKL._SX404_BO1,204,203,200_.jpg",1521822808,4.5,Cloud Computing
Migrating Applications to the Cloud with Azure: Re-architect and rebuild your applications using cloud-native technologies," Sjoukje Zaal, Amit Malik , Sander Rossel, Jason Marston , Mohamed Wali , Stefano Demiliani ","With this book, you'll learn how to modernize your applications by using Azure for containerization, DevOps, microservices, and serverless solutions to reduce development time and costs, while also making your applications robust, secure, and scalable. You will delve into improving application efficiency by using container services such as Azure Container Service, Azure Kubernetes Service (AKS), and more. Next, you will learn to modernize your application by implementing DevOps throughout your application development life cycle. You will then focus on increasing the scalability and performance of your overall application with microservices, before learning how to add extra functionality to your application with Azure serverless solutions. Finally, you'll get up to speed with monitoring and troubleshooting techniques.",advanced,"https://m.media-amazon.com/images/I/51+jbs1Fp8L._SX404_BO1,204,203,200_.jpg",1839217472,4.8,Cloud Computing
Cloud Computing and AWS Introduction: Docker | AWS Cloud Platform | Serverless Computing | Virtualization | Virtual Machine | Hypervisor | IaaS | PaaS | SaaS | FaaS | DaaS | EC2 | IAM | S3, SK Singh,"The book will help build foundational concepts about cloud computing and AWS. You will gain an excellent conceptual understanding of cloud computing, cloud services, cloud computing platforms, and cloud service providers, and other modern related cloud computing concepts along with AWS introduction.",intermediate,"https://m.media-amazon.com/images/I/41mGQc+Xx0L._SX384_BO1,204,203,200_.jpg",979-8789693117,5,Cloud Computing
CompTIA Cloud+ Study Guide: Exam CV0-003 , Ben Piper,"In the newly revised Third Edition of CompTIA Cloud+ Study Guide: Exam CVO-003, expert IT Ben Piper delivers an industry leading resource for anyone preparing for the CompTIA Cloud+ certification and a career in cloud services. The book introduces candidates to the skills and the competencies critical for success in the field and on the exam",beginners,"https://m.media-amazon.com/images/I/41a3SdyZRRL._SX397_BO1,204,203,200_.jpg",1119810868,4.6,Cloud Computing
CompTIA Cloud+ Certification All-in-One Exam Guide (Exam CV0-003), Eric Vanderburg,"Take the CompTIA Cloud+ exam with confidence using this highly effective self-study guide. CompTIA Cloud+™ Certification All-in-One Exam Guide (Exam CV0-003) offers complete coverage of every topic on the latest version of the exam. You’ll find learning objectives at the beginning of each chapter, exam tips, in-depth explanations, and practice exam questions. You will get in-depth explanations of the latest cloud computing concepts, models, and terminology; disk storage systems; networking storage and infrastructure; virtualization components; security best practices, and more. Designed to help you pass the CV0-003 exam with ease, this definitive guide also serves as an essential on-the-job reference.",advanced,"https://m.media-amazon.com/images/I/51Fzm6RPElL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",1264264879,4.6,Cloud Computing
Cloud Computing: Theory and Practice, Dan C. Marinescu,"Cloud Computing: Theory and Practice provides students and IT professionals with an in-depth analysis of the cloud from the ground up. Beginning with a discussion of parallel computing and architectures and distributed systems, the book turns to contemporary cloud infrastructures, how they are being deployed at leading companies such as Amazon, Google and Apple, and how they can be applied in fields such as healthcare, banking and science.",intermediate,"https://m.media-amazon.com/images/I/511QIs6bCAL._SX404_BO1,204,203,200_.jpg",124046274,4,Cloud Computing
